"번호","시도","기관명","주소","전화번호","운영주체","법인유형"
"405","경북","성주군종합사회복지관","경상북도 성주군 성주읍 성주순환로271-9","054-933-9445","대구가톨릭사회복지회","사회복지법인"
"406","경북","안동시종합사회복지관","경상북도 안동시 은행나무로106-5","054-853-3090","천주교안동교구유지재단","재단법인"
"406","경북","안동시종합사회복지관","경상북도 안동시 은행나무로106-5","054-853-3091","천주교안동교구유지재단","재단법인"
"407","경북","영주시종합사회복지관","경상북도 영주시 대학로 130-1번지","054-639-0500","천주교안동교구사회복지회","사회복지법인"
"408","경북","영천시종합사회복지관","경상북도 영천시 충효로 147번지","054-332-8418","영천YMCA","재단법인"
"409","경북","창포종합사회복지관","경상북도 포항시 북구 새천년대로 1075번길 10","054-246-4413","기쁨의 복지재단","사회복지법인"
"410","경북","칠곡군종합사회복지관","경상북도 칠곡군 왜관읍 관문로1길 32","054-979-5128","칠곡군","군직영"
"411","경북","포항종합사회복지관","경상북도 포항시 남구 대도동 632-11","054-281-3111","중앙엘림복지재단","사회복지법인"
"412","경북","포항학산종합사회복지관","경상북도 포항시 북구 장미길 31-1","054-248-6165","열린가람","사회복지법인"
"412","경북","포항학산종합사회복지관","경상북도 포항시 북구 장미길 31-1","054-248-6166","열린가람","사회복지법인"
"413","경남","거제시종합사회복지관","경상남도 거제시 양정1길 45","055-636-0303","거제시희망복지재단","재단법인"
"414","경남","거창군종합사회복지관","경상남도 거창군 거창읍 아림로 66","055-940-8750","거창군","군직영"
"415","경남","경남종합사회복지관","경상남도 창원시 마산회원구 팔용로 272","055-298-8600","인애복지재단","사회복지법인(직영)"
"415","경남","경남종합사회복지관","경상남도 창원시 마산회원구 팔용로 272","055-298-8601","인애복지재단","사회복지법인(직영)"
"415","경남","경남종합사회복지관","경상남도 창원시 마산회원구 팔용로 272","055-298-8602","인애복지재단","사회복지법인(직영)"
"415","경남","경남종합사회복지관","경상남도 창원시 마산회원구 팔용로 272","055-298-8603","인애복지재단","사회복지법인(직영)"
"416","경남","고성군종합사회복지관","경상남도 고성군 고성읍 동외로 156번길 36","055-670-3177","고성군","군직영"
"417","경남","구산종합사회복지관","경상남도 김해시 가락로 222","055-337-4541","김해시복지재단","재단법인"
"417","경남","구산종합사회복지관","경상남도 김해시 가락로 222","055-337-4542","김해시복지재단","재단법인"
"418","경남","김해시종합사회복지관","경상남도 김해시 분성로 227","055-329-6336","인제학원(인제대학교)","학교법인"
"418","경남","김해시종합사회복지관","경상남도 김해시 분성로 227","055-329-6337","인제학원(인제대학교)","학교법인"
"419","경남","남해군종합사회복지관","경상남도 남해군 남해읍 망운로 32","055-860-3819","남해군","군직영"
"420","경남","내서종합사회복지관","경상남도 창원시 마산회원구 내서읍 상곡로 49","055-231-8017","통도사자비원","사회복지법인"
"420","경남","내서종합사회복지관","경상남도 창원시 마산회원구 내서읍 상곡로 49","055-231-8018","통도사자비원","사회복지법인"
"420","경남","내서종합사회복지관","경상남도 창원시 마산회원구 내서읍 상곡로 49","055-231-8019","통도사자비원","사회복지법인"
"421","경남","도남사회복지관","경상남도 통영시 발개로 153","055-645-0645","통영YWCA","사단법인"
"422","경남","동부사회복지관","경상남도 의령군 부림면 신번로 181","055-570-4739","의령군","군직영"
"423","경남","마산종합사회복지관","경상남도 창원시 마산합포구 월영북로 46","055-223-9980","영신복지재단","사회복지법인(직영)"
"423","경남","마산종합사회복지관","경상남도 창원시 마산합포구 월영북로 46","055-223-9981","영신복지재단","사회복지법인(직영)"
"423","경남","마산종합사회복지관","경상남도 창원시 마산합포구 월영북로 46","055-223-9982","영신복지재단","사회복지법인(직영)"
"424","경남","밀양시종합사회복지관","경상남도 밀양시 중앙로 218","055-350-1000","밀양남부복지재단","사회복지법인"
"425","경남","사천시종합사회복지관","경상남도 사천시 벌리6길 102","055-831-2480","사천시","시직영"
"426","경남","삼천포종합사회복지관","경상남도 사천시 임내길 36","055-834-4196","홍아원","사회복지법인(직영)"
"427","경남","서부종합사회복지관","경상남도 사천시 곤양면 서정리 998-1","055-831-2482","사천시","시직영"
"428","경남","양산시종합사회복지관","경상남도 양산시 물금읍 오봉 10길 8","055-365-9544","기아대책","사회복지법인"
"429","경남","옥포종합사회복지관","경상남도 거제시 옥포대첩로 84","055-680-7000","거제시희망복지재단","재단법인"
"430","경남","웅상종합사회복지관","경상남도 양산시 덕계7길 26","055-367-7612","양산시복지재단","재단법인"
"431","경남","의령군종합사회복지관","경상남도 의령군 의령읍 의병로8길 44","055-570-2860","의령군","군직영"
"432","경남","진주시가좌사회복지관","경상남도 진주시 가호로 26","055-754-0016","진주시 좋은세상 복지재단","재단법인"
"432","경남","진주시가좌사회복지관","경상남도 진주시 가호로 26","055-754-0017","진주시 좋은세상 복지재단","재단법인"
"433","경남","진주시종합사회복지관","경상남도 진주시 진양호로 476","055-749-2496","진주시","시직영"
"434","경남","진주평거종합사회복지관","경상남도 진주시 진양호로 125번길 4-1","055-746-5480","진주시사회복지협의회","사회복지법인"
"435","경남","진해자은종합사회복지관","경상남도 창원시 진해구 진해대로 901번길 7","055-546-9117","드림재단","사회복지법인"
"436","경남","창원성산종합사회복지관","경상남도 창원시 의창구 창이대로 600번길 2","055-282-3737","마산교구천주교회유지재단","재단법인(직영)"
"437","경남","창원시진해종합사회복지관","경상남도 창원시 진해구 진해대로 1101","055-540-0100","마산교구천주교회유지재단","재단법인"
"438","경남","통영시종합사회복지관","경상남도 통영시 안개 4길 94","055-640-7700","마산교구천주교회유지재단","재단법인"
"439","경남","하동군종합사회복지관","경남 하동군 하동읍 오룡정길 25-3","055-884-1478","하동군","군직영"
"440","경남","함안군종합사회복지관","경남 함안군 칠원면 삼칠로 155","055-580-2457","함안군","군직영"
"441","경남","함양군종합사회복지관","경상남도 함양군 함양읍 필봉산길 55","055-960-5533","함양군","군직영"
"442","경남","합천군종합사회복지관","경상남도 합천군 합천읍 동서로 39","055-930-4924","합천군","군직영"
"443","울산","북구종합사회복지관","울산광역시 북구 동대8길 40","052-296-3900","어울림복지재단","사회복지법인"
"444","울산","울산남구종합사회복지관","울산광역시 남구 번영로107번길 5","052-260-2981","통도사 자비원","사회복지법인"
"444","울산","울산남구종합사회복지관","울산광역시 남구 번영로107번길 5","052-260-2982","통도사 자비원","사회복지법인"
"445","울산","울산동구종합사회복지관","울산광역시 동구 봉수로 155번지","052-236-1465","원각선원","사회복지법인"
"446","울산","울산중구종합사회복지관","울산광역시 중구 종가3길 15(유곡로)","052-296-3161","사회복지법인 물푸레복지재단","사회복지법인"
"447","울산","울산화정종합사회복지관","울산광역시 동구 월봉10길 16","052-236-3139","진각복지재단","사회복지법인"
"448","울산","울주군 남부종합사회복지관","울산광역시 울주군 온산읍 덕신로 303","052-229-9300","울주군 시설관리공단","기타(공단)"
"449","울산","울주군 서부종합사회복지관","울산광역시 울주군 언양읍 읍성로 169","052-229-9160","울주군 시설관리공단","기타(공단)"
"450","울산","중부종합사회복지관","울산 울주군 범서읍 천상4길 28-14","052-229-9350","울주군 시설관리공단","기타(공단)"
"451","제주","동부종합사회복지관","제주특별자치도 서귀포시 성산읍 일출로 14-11","064-783-0364","제주가톨릭사회복지회","사회복지법인"
"452","제주","동제주종합사회복지관","제주특별자치도 제주시 구좌읍 평대12길 15","064-784-8281","자현","사회복지법인(직영)"
"453","제주","서귀포종합사회복지관","제주특별자치도 서귀포시 태평로 512번길 9","064-762-0211","예담","사회복지법인"
"454","제주","서부종합사회복지관","제주특별자치도 제주시 한림읍 한림상로 207-9","064-796-9091","한림소망의집","사회복지법인(직영)"
"454","제주","서부종합사회복지관","제주특별자치도 제주시 한림읍 한림상로 207-9","064-796-9092","한림소망의집","사회복지법인(직영)"
"454","제주","서부종합사회복지관","제주특별자치도 제주시 한림읍 한림상로 207-9","064-796-9093","한림소망의집","사회복지법인(직영)"
"455","제주","아라종합사회복지관","제주특별자치도 제주시 인다 12길 1","064-726-4605","제주도사회복지협의회","사회복지법인"
"456","제주","영락종합사회복지관","제주특별자치도 제주시 고마로9길 32","064-759-4071","대한예수교장로회제주노회유지재단","재단법인(직영)"
"456","제주","영락종합사회복지관","제주특별자치도 제주시 고마로9길 32","064-759-4072","대한예수교장로회제주노회유지재단","재단법인(직영)"
"457","제주","은성종합사회복지관","제주특별자치도 제주시 월두2길 63-1","064-726-8388","제주 은성의 집","사회복지법인(직영)"
"458","제주","제주순복음종합사회복지관","제주 제주시 천수동로 25","064-757-9119","섬김의 집","사회복지법인(직영)"
"459","제주","제주종합사회복지관","제주특별자치도 제주시 도남로 121","064-753-2740","어린이재단","사회복지법인(직영)"
